Order_ID,Product,Quantity_MT,Unit_Price_USD,Buyer_Country,Quality_Grade,Order_Status,Order_Date,Shipment_Date,Total_Value_USD
4775,Soya Beans,62.81,1034.38,Vietnam,C,Cancelled,2022-02-17,,64969.41
4776,Hibiscus,127.06,1227.21,Netherlands,A,Completed,2025-01-15,2025-01-27,155929.3
4777,Cassia Tora,133.33,1896.69,China,A,Completed,2023-12-25,2024-02-05,252885.68
4778,Cassia Tora,113.37,1608.42,India,B,Completed,2022-08-18,2022-09-17,182346.58
4779,Sesame Seed,187.17,1697.88,UAE,A,Completed,2024-03-23,2024-04-22,317792.2
4780,Cassia Tora,158.93,882.94,Vietnam,B,Completed,2021-09-23,2021-10-24,140325.65
4781,Hibiscus,163.38,2124.43,Turkey,C,Completed,2023-04-01,2023-05-12,347089.37
4782,Cassia Tora,85.75,1004.07,UAE,A,Completed,2024-01-08,2024-02-07,86099.0
4783,Soya Beans,137.1,1874.8,Vietnam,A,Pending,2024-08-31,,257035.08
4784,Sesame Seed,37.49,876.92,Vietnam,C,Pending,2022-10-24,,32875.73
4785,Sesame Seed,59.9,1691.81,Vietnam,B,Completed,2023-08-05,2023-09-16,101339.42
4786,Soya Beans,100.98,1418.3,Netherlands,A,Completed,2022-07-14,2022-08-26,143219.93
4787,Soya Beans,163.43,583.75,Vietnam,A,Completed,2023-07-06,2023-07-24,95402.26
4788,Sesame Seed,68.05,969.3,Netherlands,C,Pending,2023-06-10,,65960.86
4789,Soya Beans,88.52,1490.95,Netherlands,A,Completed,2024-06-25,2024-08-03,131978.89
4790,Cassia Tora,191.51,1265.95,Turkey,B,Completed,2023-05-18,2023-06-24,242442.08
4791,Cassia Tora,57.54,1188.4,India,A,Completed,2022-09-02,2022-09-12,68380.54
4792,Cassia Tora,123.99,1892.15,Netherlands,A,Completed,2022-02-18,2022-02-21,234607.68
4793,Cassia Tora,21.01,1876.43,Netherlands,A,Completed,2021-01-25,2021-03-03,39423.79
4794,Hibiscus,82.92,2484.7,China,A,Completed,2021-10-11,2021-10-15,206031.32
4795,Hibiscus,66.69,569.31,China,B,Completed,2025-01-12,2025-02-13,37967.28
4796,Hibiscus,3.6,846.27,China,C,Completed,2023-05-31,2023-06-29,3046.57
4797,Hibiscus,117.46,934.53,UAE,B,Completed,2021-10-28,2021-12-04,109769.89
4798,Cassia Tora,66.95,980.06,Netherlands,B,Completed,2023-12-28,2024-01-17,65615.02
4799,Cassia Tora,51.08,1028.7,China,A,Completed,2023-10-28,2023-12-07,52546.0
4800,Soya Beans,178.63,1546.24,India,B,Cancelled,2023-03-28,,276204.85
4801,Hibiscus,46.69,404.51,Vietnam,B,Pending,2024-03-06,,18886.57
4802,Hibiscus,81.69,1324.51,Turkey,A,Completed,2024-04-02,2024-05-01,108199.22
4803,Sesame Seed,189.94,1858.45,Netherlands,B,Completed,2021-03-24,2021-04-16,352993.99
4804,Soya Beans,16.98,1895.31,Netherlands,B,Completed,2024-12-14,2025-01-15,32182.36
4805,Cassia Tora,187.75,1516.12,China,B,Completed,2024-01-02,2024-01-29,284651.53
4806,Soya Beans,78.65,2326.23,Turkey,B,Completed,2024-06-14,2024-07-01,182957.99
4807,Soya Beans,158.39,720.91,UAE,A,Completed,2021-02-15,2021-03-09,114184.93
4808,Sesame Seed,71.82,2469.06,China,A,Completed,2022-09-10,2022-10-18,177327.89
4809,Sesame Seed,83.69,669.8,India,A,Completed,2023-07-17,2023-08-15,56055.56
4810,Soya Beans,88.12,1055.96,Turkey,B,Completed,2021-09-19,2021-10-29,93051.2
4811,Hibiscus,189.41,413.61,India,C,Completed,2021-06-25,2021-08-08,78341.87
4812,Cassia Tora,110.5,2416.6,Vietnam,C,Pending,2024-04-04,,267034.3
4813,Sesame Seed,44.16,1578.16,UAE,B,Completed,2022-10-19,2022-11-29,69691.55
4814,Sesame Seed,122.69,1785.43,UAE,B,Completed,2023-04-22,2023-05-01,219054.41
4815,Cassia Tora,178.0,2412.62,UAE,B,Completed,2022-01-05,2022-01-10,429446.36
4816,Sesame Seed,43.66,1963.85,India,A,Completed,2021-02-23,2021-03-06,85741.69
4817,Soya Beans,68.17,2454.34,India,B,Cancelled,2022-11-21,,167312.36
4818,Cassia Tora,114.72,1474.27,Vietnam,A,Pending,2024-12-13,,169128.25
4819,Hibiscus,197.46,1885.06,Turkey,A,Completed,2025-03-11,2025-03-17,372223.95
4820,Sesame Seed,93.61,645.03,UAE,C,Completed,2024-09-26,2024-10-23,60381.26
4821,Sesame Seed,117.29,392.87,Vietnam,A,Completed,2024-02-25,2024-04-01,46079.72
4822,Soya Beans,27.93,1279.07,Turkey,C,Completed,2024-12-03,2024-12-08,35724.43
4823,Hibiscus,151.87,497.87,Vietnam,B,Completed,2022-01-02,2022-02-05,75611.52
4824,Sesame Seed,44.75,1403.66,Netherlands,B,Completed,2024-07-18,2024-08-28,62813.78
4825,Cassia Tora,66.26,1077.13,Netherlands,B,Completed,2022-10-06,2022-10-25,71370.63
4826,Cassia Tora,142.2,708.55,Turkey,A,Completed,2022-01-14,2022-01-18,100755.81
4827,Soya Beans,142.82,2466.76,Turkey,A,Completed,2021-03-14,2021-04-09,352302.66
4828,Soya Beans,64.44,2368.23,Turkey,B,Completed,2023-07-04,2023-07-29,152608.74
4829,Sesame Seed,170.21,913.26,Vietnam,A,Cancelled,2024-06-25,,155445.98
4830,Soya Beans,159.15,1241.2,India,A,Pending,2023-05-10,,197536.98
4831,Cassia Tora,123.54,1770.71,Turkey,A,Completed,2021-02-12,2021-02-16,218753.51
4832,Soya Beans,36.56,1460.0,China,A,Cancelled,2022-01-12,,53377.6
4833,Cassia Tora,181.07,2306.67,India,A,Completed,2023-12-01,2023-12-29,417668.74
4834,Sesame Seed,105.96,2472.75,Vietnam,C,Completed,2021-06-19,2021-07-27,262012.59
4835,Cassia Tora,75.9,436.98,China,B,Completed,2021-07-31,2021-08-11,33166.78
4836,Soya Beans,185.53,1288.84,China,A,Completed,2025-02-25,2025-03-18,239118.49
4837,Cassia Tora,194.36,1130.36,Turkey,A,Completed,2021-02-08,2021-02-22,219696.77
4838,Cassia Tora,143.72,415.33,Netherlands,B,Completed,2022-01-04,2022-02-13,59691.23
4839,Hibiscus,158.48,2305.62,China,A,Pending,2023-01-27,,365394.66
4840,Hibiscus,50.11,643.27,China,B,Completed,2021-05-31,2021-07-12,32234.26
4841,Sesame Seed,52.5,381.79,Netherlands,B,Cancelled,2024-02-09,,20043.98
4842,Cassia Tora,114.27,511.12,Netherlands,B,Completed,2025-02-12,2025-03-06,58405.68
4843,Cassia Tora,196.66,1263.09,Turkey,B,Completed,2024-12-30,2025-02-12,248399.28
4844,Cassia Tora,148.9,1203.58,Netherlands,A,Completed,2023-12-07,2024-01-06,179213.06
4845,Hibiscus,149.45,2290.91,India,A,Pending,2023-10-21,,342376.5
4846,Cassia Tora,52.26,342.55,China,C,Pending,2025-05-18,,17901.66
4847,Hibiscus,84.54,2334.22,Turkey,A,Completed,2023-01-07,2023-02-09,197334.96
4848,Sesame Seed,69.16,1189.73,China,C,Completed,2024-10-21,2024-11-22,82281.73
4849,Cassia Tora,61.15,783.49,China,B,Completed,2021-03-10,2021-04-05,47910.41
4850,Cassia Tora,146.49,2450.22,China,B,Completed,2021-10-26,2021-11-28,358932.73
4851,Soya Beans,20.87,2311.22,China,B,Completed,2023-08-02,2023-08-05,48235.16
4852,Hibiscus,33.92,1684.14,UAE,C,Completed,2023-03-13,2023-04-04,57126.03
4853,Soya Beans,83.05,497.55,India,B,Completed,2021-10-23,2021-11-07,41321.53
4854,Sesame Seed,61.24,1998.3,China,A,Completed,2021-07-22,2021-08-26,122375.89
4855,Hibiscus,180.77,470.01,India,A,Completed,2021-03-02,2021-04-12,84963.71
4856,Cassia Tora,40.89,872.38,China,A,Completed,2023-08-04,2023-08-25,35671.62
4857,Cassia Tora,50.52,1629.8,China,A,Cancelled,2023-08-21,,82337.5
4858,Cassia Tora,36.44,376.95,China,B,Completed,2024-08-30,2024-09-29,13736.06
4859,Cassia Tora,171.81,954.57,India,C,Completed,2024-03-30,2024-04-17,164004.67
4860,Sesame Seed,41.21,1088.0,Vietnam,C,Pending,2021-11-27,,44836.48
4861,Cassia Tora,71.06,413.14,UAE,A,Cancelled,2025-04-01,,29357.73
4862,Cassia Tora,134.19,1544.58,Turkey,C,Completed,2021-12-04,2021-12-19,207267.19
4863,Cassia Tora,16.45,1785.7,Netherlands,A,Completed,2024-08-20,2024-08-24,29374.76
4864,Soya Beans,163.51,507.7,Vietnam,A,Completed,2025-03-07,2025-03-16,83014.03
4865,Sesame Seed,141.54,1125.86,Netherlands,A,Pending,2024-09-23,,159354.22
4866,Hibiscus,52.95,1001.69,Netherlands,B,Pending,2025-04-23,,53039.49
4867,Sesame Seed,78.97,1380.77,Vietnam,A,Completed,2022-10-01,2022-11-10,109039.41
4868,Sesame Seed,124.39,2352.07,India,B,Completed,2021-10-02,2021-10-08,292573.99
4869,Sesame Seed,189.35,1375.88,Vietnam,A,Completed,2024-04-02,2024-04-23,260522.88
4870,Cassia Tora,126.22,306.01,Vietnam,B,Completed,2025-01-06,2025-02-03,38624.58
4871,Soya Beans,51.35,379.6,China,A,Completed,2021-11-15,2021-12-05,19492.46
4872,Soya Beans,97.02,1050.67,UAE,C,Completed,2022-08-12,2022-09-03,101936.0
4873,Soya Beans,90.47,530.18,Netherlands,B,Completed,2022-05-19,2022-06-17,47965.38
4874,Soya Beans,106.99,955.42,UAE,A,Completed,2022-01-22,2022-02-04,102220.39
4875,Hibiscus,104.29,1708.51,Netherlands,A,Completed,2023-05-20,2023-05-31,178180.51
4876,Soya Beans,73.45,868.74,India,B,Completed,2023-04-13,2023-05-16,63808.95
4877,Cassia Tora,174.49,552.5,UAE,A,Completed,2023-10-12,2023-11-04,96405.72
4878,Cassia Tora,66.69,1842.83,Vietnam,B,Pending,2022-08-26,,122898.33
4879,Soya Beans,106.46,2317.89,Vietnam,B,Completed,2022-11-22,2022-12-28,246762.57
4880,Hibiscus,52.91,2303.22,UAE,A,Completed,2022-05-09,2022-06-19,121863.37
4881,Soya Beans,87.53,1736.13,China,A,Pending,2022-05-05,,151963.46
4882,Cassia Tora,136.6,707.13,India,C,Completed,2022-12-22,2022-12-27,96593.96
4883,Cassia Tora,151.81,2221.04,China,A,Completed,2024-01-02,2024-01-15,337176.08
4884,Cassia Tora,161.44,1975.88,UAE,A,Completed,2022-05-24,2022-06-26,318986.07
4885,Sesame Seed,147.63,2145.58,India,A,Pending,2022-01-25,,316751.98
4886,Cassia Tora,93.88,626.97,Vietnam,A,Completed,2021-10-22,2021-11-24,58859.94
4887,Soya Beans,8.46,1365.07,India,C,Completed,2024-10-24,2024-11-07,11548.49
4888,Cassia Tora,105.37,1472.65,Turkey,A,Completed,2023-03-07,2023-03-14,155173.13
4889,Hibiscus,11.97,2005.19,UAE,A,Cancelled,2023-05-15,,24002.12
4890,Sesame Seed,193.32,1016.39,India,A,Completed,2022-07-03,2022-07-19,196488.51
4891,Hibiscus,76.21,1062.48,Netherlands,A,Cancelled,2022-10-11,,80971.6
4892,Cassia Tora,101.23,2248.92,Vietnam,C,Completed,2022-07-22,2022-08-13,227658.17
4893,Sesame Seed,26.78,1928.78,Turkey,A,Completed,2024-04-25,2024-05-25,51652.73
4894,Sesame Seed,199.15,1706.09,Turkey,C,Completed,2023-05-03,2023-05-16,339767.82
4895,Sesame Seed,98.95,566.0,India,A,Completed,2023-02-09,2023-02-24,56005.7
4896,Cassia Tora,60.36,451.6,India,A,Cancelled,2022-03-21,,27258.58
4897,Hibiscus,39.42,1720.36,India,A,Completed,2025-05-13,2025-06-07,67816.59
4898,Cassia Tora,130.34,1428.29,Netherlands,A,Cancelled,2021-12-29,,186163.32
4899,Sesame Seed,87.82,2466.0,India,A,Completed,2021-05-03,2021-06-06,216564.12
4900,Cassia Tora,64.15,2174.73,Turkey,C,Completed,2024-04-26,2024-06-05,139508.93
4901,Sesame Seed,2.92,1554.19,Vietnam,A,Completed,2023-01-12,2023-02-17,4538.23
4902,Sesame Seed,8.24,562.43,Netherlands,C,Pending,2022-11-11,,4634.42
4903,Sesame Seed,139.03,516.15,UAE,A,Completed,2022-02-24,2022-03-20,71760.33
4904,Cassia Tora,96.63,1315.76,Vietnam,A,Completed,2024-06-29,2024-07-27,127141.89
4905,Cassia Tora,169.93,628.55,UAE,B,Pending,2025-04-22,,106809.5
4906,Sesame Seed,150.95,1807.41,Turkey,B,Completed,2024-09-20,2024-10-25,272828.54
4907,Soya Beans,115.11,403.73,UAE,A,Completed,2021-04-02,2021-05-13,46473.36
4908,Hibiscus,112.64,2486.44,Vietnam,A,Completed,2025-04-03,2025-04-14,280072.6
4909,Sesame Seed,149.32,2380.86,Turkey,B,Completed,2021-03-04,2021-04-12,355510.02
4910,Sesame Seed,148.49,1628.97,China,B,Completed,2022-05-27,2022-06-30,241885.76
4911,Sesame Seed,67.57,735.67,Turkey,C,Completed,2024-03-08,2024-04-18,49709.22
4912,Sesame Seed,21.96,921.02,UAE,B,Completed,2024-04-23,2024-05-07,20225.6
4913,Sesame Seed,154.59,947.74,India,A,Completed,2024-05-13,2024-05-31,146511.13
4914,Soya Beans,45.4,709.9,UAE,B,Completed,2023-02-11,2023-03-06,32229.46
4915,Cassia Tora,158.46,541.92,Turkey,B,Completed,2024-05-22,2024-06-16,85872.64
4916,Soya Beans,124.0,1758.75,Turkey,A,Completed,2021-09-13,2021-10-07,218085.0
4917,Sesame Seed,72.23,1945.26,India,B,Completed,2021-05-15,2021-06-09,140506.13
4918,Sesame Seed,170.6,837.62,India,A,Completed,2025-05-16,2025-06-10,142897.97
4919,Sesame Seed,138.54,1968.64,Vietnam,B,Completed,2023-05-25,2023-05-29,272735.39
4920,Cassia Tora,109.48,662.93,China,C,Completed,2023-04-02,2023-04-06,72577.58
4921,Hibiscus,60.88,812.54,China,B,Cancelled,2021-03-29,,49467.44
4922,Hibiscus,197.27,2025.57,Vietnam,C,Completed,2023-09-15,2023-09-26,399584.19
4923,Soya Beans,167.87,2450.95,India,C,Pending,2024-05-15,,411440.98
4924,Soya Beans,28.18,2011.3,Turkey,B,Pending,2024-02-27,,56678.43
4925,Hibiscus,161.44,734.28,Vietnam,A,Completed,2023-04-03,2023-04-08,118542.16
4926,Sesame Seed,24.92,955.49,UAE,C,Completed,2023-10-24,2023-11-27,23810.81
4927,Cassia Tora,50.3,1707.3,India,B,Pending,2023-09-01,,85877.19
4928,Soya Beans,191.55,2400.4,Netherlands,A,Cancelled,2023-07-23,,459796.62
4929,Cassia Tora,174.11,2488.26,UAE,A,Completed,2021-05-01,2021-06-02,433230.95
4930,Sesame Seed,121.59,1592.73,Netherlands,B,Completed,2024-11-09,2024-12-11,193660.04
4931,Sesame Seed,140.13,1260.14,Vietnam,A,Completed,2023-11-28,2024-01-02,176583.42
4932,Soya Beans,18.83,831.97,Turkey,A,Completed,2024-09-26,2024-10-01,15666.0
4933,Hibiscus,67.14,467.63,UAE,A,Completed,2023-10-05,2023-10-14,31396.68
4934,Hibiscus,65.16,975.79,UAE,A,Pending,2023-07-14,,63582.48
4935,Hibiscus,7.5,1531.7,UAE,A,Completed,2022-10-07,2022-10-12,11487.75
4936,Sesame Seed,141.12,1705.47,Vietnam,A,Completed,2022-12-15,2023-01-17,240675.93
4937,Sesame Seed,62.2,1027.85,India,A,Completed,2023-05-10,2023-05-25,63932.27
4938,Cassia Tora,126.99,2411.0,India,A,Cancelled,2021-01-21,,306172.89
4939,Cassia Tora,6.42,507.56,Turkey,C,Cancelled,2021-08-30,,3258.54
4940,Cassia Tora,1.33,1860.88,UAE,A,Completed,2022-03-31,2022-05-13,2474.97
4941,Sesame Seed,34.83,1129.36,Turkey,C,Completed,2023-08-21,2023-09-09,39335.61
4942,Hibiscus,140.87,2014.97,Netherlands,A,Completed,2022-09-13,2022-09-18,283848.82
4943,Sesame Seed,121.23,2136.42,UAE,A,Pending,2021-10-30,,258998.2
4944,Cassia Tora,40.98,1895.3,Turkey,A,Completed,2023-03-14,2023-04-22,77669.39
4945,Cassia Tora,105.15,1555.99,Turkey,A,Cancelled,2023-08-22,,163612.35
4946,Cassia Tora,124.22,470.33,Vietnam,A,Pending,2021-03-10,,58424.39
4947,Cassia Tora,187.85,609.64,UAE,C,Completed,2024-02-27,2024-03-21,114520.87
4948,Soya Beans,152.72,1613.25,China,A,Completed,2021-07-15,2021-07-30,246375.54
4949,Cassia Tora,28.03,2421.71,Vietnam,A,Pending,2021-05-20,,67880.53
4950,Sesame Seed,54.78,1465.06,UAE,B,Cancelled,2025-01-07,,80255.99
4951,Soya Beans,81.29,2280.66,China,A,Completed,2021-10-10,2021-10-21,185394.85
4952,Hibiscus,21.95,2336.54,Netherlands,B,Pending,2021-11-08,,51287.05
4953,Sesame Seed,111.52,564.29,Netherlands,A,Pending,2023-01-16,,62929.62
4954,Sesame Seed,181.51,1303.67,Turkey,A,Completed,2025-04-08,2025-05-20,236629.14
4955,Hibiscus,61.97,1956.19,Netherlands,A,Completed,2021-10-04,2021-10-31,121225.09
4956,Sesame Seed,196.94,1198.86,Netherlands,B,Completed,2021-03-02,2021-04-07,236103.49
4957,Soya Beans,50.61,945.71,UAE,A,Completed,2024-09-04,2024-09-09,47862.38
4958,Hibiscus,94.98,2310.97,Netherlands,B,Completed,2021-02-21,2021-03-08,219495.93
4959,Soya Beans,69.26,1613.86,Turkey,A,Cancelled,2021-06-02,,111775.94
4960,Cassia Tora,62.31,1681.93,UAE,A,Completed,2024-08-27,2024-09-01,104801.06
4961,Hibiscus,76.2,1837.41,China,B,Completed,2022-06-28,2022-07-17,140010.64
4962,Soya Beans,7.45,2440.27,Turkey,C,Completed,2022-07-21,2022-08-23,18180.01
4963,Cassia Tora,106.87,1653.84,UAE,A,Completed,2024-11-13,2024-11-24,176745.88
4964,Soya Beans,148.54,335.66,UAE,A,Completed,2025-04-21,2025-05-23,49858.94
4965,Soya Beans,172.89,2425.94,UAE,A,Completed,2022-09-14,2022-10-17,419420.77
4966,Sesame Seed,65.55,799.92,China,B,Completed,2024-04-15,2024-05-16,52434.76
4967,Cassia Tora,110.53,2415.07,China,A,Pending,2024-10-17,,266937.69
4968,Sesame Seed,178.67,1173.08,Turkey,A,Completed,2021-11-10,2021-12-16,209594.2
4969,Cassia Tora,160.17,2190.24,Turkey,B,Completed,2023-03-18,2023-04-14,350810.74
4970,Cassia Tora,93.35,1182.28,Vietnam,A,Completed,2023-04-28,2023-05-20,110365.84
4971,Sesame Seed,33.8,1686.14,UAE,A,Completed,2021-04-07,2021-04-18,56991.53
4972,Sesame Seed,112.1,1183.87,India,A,Completed,2023-05-31,2023-06-12,132711.83
4973,Sesame Seed,197.95,1925.53,Vietnam,C,Cancelled,2024-05-21,,381158.66
4974,Cassia Tora,151.74,2072.1,Turkey,B,Completed,2023-04-09,2023-05-07,314420.45
4975,Cassia Tora,169.76,2167.11,Turkey,A,Cancelled,2021-05-17,,367888.59
4976,Cassia Tora,38.56,790.37,Netherlands,B,Completed,2023-10-27,2023-11-10,30476.67
4977,Cassia Tora,180.87,2127.26,Vietnam,B,Completed,2023-10-08,2023-10-18,384757.52
4978,Cassia Tora,3.81,1188.74,UAE,C,Completed,2021-04-19,2021-04-25,4529.1
4979,Cassia Tora,172.58,1635.19,UAE,B,Pending,2022-07-01,,282201.09
4980,Soya Beans,48.59,437.24,Turkey,C,Pending,2023-11-29,,21245.49
4981,Sesame Seed,124.92,1619.24,Netherlands,A,Completed,2022-10-24,2022-11-12,202275.46
4982,Cassia Tora,59.32,2114.13,Turkey,C,Completed,2022-03-01,2022-03-14,125410.19
4983,Soya Beans,27.92,922.47,India,A,Completed,2022-09-22,2022-09-25,25755.36
4984,Hibiscus,50.17,1315.45,Vietnam,B,Completed,2021-09-18,2021-10-26,65996.13
4985,Soya Beans,95.11,2107.29,China,A,Completed,2024-12-20,2025-01-05,200424.35
4986,Sesame Seed,184.01,960.63,Turkey,B,Completed,2021-03-28,2021-04-14,176765.53
4987,Hibiscus,78.41,2322.35,India,B,Completed,2022-04-10,2022-04-27,182095.46
4988,Cassia Tora,12.12,639.84,Netherlands,B,Completed,2021-03-17,2021-04-11,7754.86
4989,Sesame Seed,5.73,1346.29,Turkey,C,Cancelled,2022-04-16,,7714.24
4990,Hibiscus,42.76,1694.6,China,B,Completed,2022-02-18,2022-04-02,72461.1
4991,Soya Beans,11.35,1337.04,Vietnam,C,Completed,2023-04-05,2023-04-16,15175.4
4992,Hibiscus,74.85,1207.83,India,A,Completed,2023-06-14,2023-06-20,90406.08
4993,Sesame Seed,77.47,1700.82,Turkey,B,Pending,2022-12-27,,131762.53
4994,Hibiscus,194.46,2253.9,Turkey,B,Completed,2022-04-02,2022-05-04,438293.39
4995,Soya Beans,61.94,1757.88,UAE,C,Completed,2024-08-01,2024-08-10,108883.09
4996,Hibiscus,120.19,1673.04,China,C,Completed,2024-06-16,2024-07-26,201082.68
4997,Soya Beans,163.95,1939.25,Vietnam,A,Completed,2022-10-15,2022-11-03,317940.04
4998,Hibiscus,103.09,1188.78,Turkey,B,Completed,2022-11-03,2022-12-02,122551.33
4999,Soya Beans,139.62,338.19,Turkey,A,Completed,2025-05-01,2025-05-04,47218.09
5000,Soya Beans,194.9,2365.63,Vietnam,C,Completed,2024-10-27,2024-11-04,461061.29
5001,Soya Beans,65.51,973.8,India,A,Pending,2022-05-10,,63793.64
5002,Cassia Tora,15.77,1989.98,Vietnam,B,Completed,2023-12-05,2023-12-20,31381.98
5003,Soya Beans,86.63,1596.51,Vietnam,B,Pending,2024-11-25,,138305.66
5004,Sesame Seed,108.59,1827.26,Vietnam,A,Pending,2024-06-24,,198422.16
5005,Soya Beans,116.42,2099.15,Turkey,C,Cancelled,2022-08-20,,244383.04
5006,Cassia Tora,147.97,1383.66,China,A,Completed,2022-03-26,2022-03-29,204740.17
5007,Cassia Tora,179.72,374.94,India,C,Completed,2022-04-30,2022-06-10,67384.22
5008,Sesame Seed,100.53,2419.2,Netherlands,A,Completed,2022-10-08,2022-10-26,243202.18
5009,Soya Beans,29.54,2066.37,UAE,A,Pending,2022-09-12,,61040.57
5010,Cassia Tora,81.28,1713.18,Turkey,B,Completed,2023-11-08,2023-11-25,139247.27
5011,Cassia Tora,31.92,2255.15,Netherlands,A,Completed,2022-10-24,2022-11-14,71984.39
5012,Hibiscus,37.28,2332.43,UAE,A,Completed,2023-01-28,2023-02-08,86952.99
5013,Hibiscus,1.34,2230.03,UAE,B,Completed,2021-10-16,2021-11-22,2988.24
5014,Sesame Seed,186.01,613.32,India,C,Completed,2024-12-08,2024-12-31,114083.65
5015,Hibiscus,149.31,1903.42,UAE,A,Completed,2022-12-22,2022-12-28,284199.64
5016,Soya Beans,20.95,1001.71,Turkey,B,Pending,2022-09-30,,20985.82
5017,Hibiscus,184.1,393.19,UAE,B,Completed,2021-08-23,2021-09-01,72386.28
5018,Cassia Tora,174.2,913.52,UAE,A,Completed,2022-02-20,2022-02-24,159135.18
5019,Sesame Seed,182.07,1740.19,UAE,A,Completed,2023-07-27,2023-09-09,316836.39
5020,Hibiscus,20.37,2308.16,Turkey,C,Completed,2022-05-14,2022-06-11,47017.22
5021,Sesame Seed,16.9,1819.69,Vietnam,A,Completed,2023-09-01,2023-10-09,30752.76
5022,Soya Beans,14.48,1579.72,Turkey,A,Completed,2022-09-26,2022-10-08,22874.35
5023,Soya Beans,193.42,1034.15,Netherlands,B,Completed,2023-10-17,2023-10-28,200025.29
5024,Hibiscus,132.43,787.3,UAE,B,Pending,2021-04-25,,104262.14
5025,Hibiscus,36.42,1513.44,UAE,B,Cancelled,2023-07-21,,55119.48
5026,Hibiscus,185.9,1364.38,Vietnam,A,Cancelled,2022-11-05,,253638.24
5027,Cassia Tora,89.19,1807.37,Turkey,C,Completed,2024-06-11,2024-07-02,161199.33
5028,Soya Beans,157.3,1482.87,Turkey,A,Completed,2025-04-13,2025-05-02,233255.45
5029,Cassia Tora,127.6,1214.91,Turkey,B,Completed,2023-11-01,2023-11-08,155022.52
5030,Hibiscus,130.28,2164.2,UAE,B,Completed,2021-07-25,2021-08-25,281951.98
5031,Soya Beans,88.51,2049.25,India,B,Pending,2021-09-04,,181379.12
5032,Cassia Tora,79.6,2089.65,Netherlands,B,Cancelled,2025-05-02,,166336.14
5033,Cassia Tora,33.22,500.42,UAE,B,Completed,2023-01-28,2023-02-24,16623.95
5034,Sesame Seed,15.09,628.22,China,C,Completed,2024-02-25,2024-03-12,9479.84
5035,Cassia Tora,185.67,740.92,Vietnam,A,Completed,2021-05-27,2021-06-25,137566.62
5036,Hibiscus,187.39,2301.8,China,B,Cancelled,2021-04-28,,431334.3
5037,Hibiscus,128.62,1095.87,China,A,Pending,2024-11-06,,140950.8
5038,Cassia Tora,78.22,1741.14,Netherlands,B,Completed,2022-02-16,2022-03-09,136191.97
5039,Sesame Seed,5.99,393.2,India,B,Cancelled,2021-12-29,,2355.27
5040,Sesame Seed,90.08,1913.02,Vietnam,C,Pending,2025-03-13,,172324.84
5041,Sesame Seed,132.14,1978.76,Netherlands,B,Completed,2021-05-17,2021-06-13,261473.35
5042,Cassia Tora,60.76,1940.3,Netherlands,A,Completed,2024-04-13,2024-04-19,117892.63
5043,Cassia Tora,69.15,395.62,Vietnam,A,Completed,2024-08-05,2024-09-06,27357.12
5044,Sesame Seed,94.99,516.22,China,B,Completed,2023-08-16,2023-09-22,49035.74
5045,Cassia Tora,99.49,1933.72,Turkey,A,Completed,2025-02-13,2025-03-08,192385.8
5046,Soya Beans,148.83,1679.07,China,C,Completed,2021-01-19,2021-02-06,249895.99
5047,Hibiscus,100.45,1100.9,India,C,Completed,2021-07-14,2021-07-24,110585.41
5048,Cassia Tora,169.21,1519.56,India,C,Completed,2021-11-26,2021-12-03,257124.75
5049,Soya Beans,97.07,307.98,Vietnam,A,Completed,2021-06-24,2021-07-08,29895.62
5050,Cassia Tora,7.35,1248.6,Netherlands,B,Completed,2023-09-29,2023-10-29,9177.21
5051,Soya Beans,29.14,667.48,Vietnam,C,Completed,2022-03-25,2022-04-30,19450.37
5052,Sesame Seed,143.91,2425.16,India,A,Cancelled,2023-08-04,,349004.78
5053,Hibiscus,90.92,997.24,Turkey,A,Completed,2024-10-09,2024-10-12,90669.06
5054,Cassia Tora,92.78,2053.5,India,B,Completed,2025-03-03,2025-03-25,190523.73
5055,Soya Beans,195.62,579.8,Netherlands,A,Pending,2021-05-21,,113420.48
5056,Soya Beans,114.72,696.21,India,A,Completed,2023-01-28,2023-02-07,79869.21
5057,Sesame Seed,24.27,1835.73,Turkey,A,Completed,2023-07-19,2023-08-16,44553.17
5058,Hibiscus,87.32,2000.54,India,A,Cancelled,2021-04-03,,174687.15
5059,Hibiscus,112.7,2277.24,UAE,A,Completed,2021-08-27,2021-09-05,256644.95
5060,Hibiscus,8.46,1827.69,China,A,Completed,2021-07-24,2021-08-01,15462.26
5061,Soya Beans,73.56,1856.69,Turkey,A,Completed,2022-07-14,2022-08-23,136578.12
5062,Cassia Tora,193.6,811.71,India,C,Completed,2024-12-27,2025-01-30,157147.06
5063,Cassia Tora,150.51,2381.02,India,B,Completed,2021-09-02,2021-10-12,358367.32
5064,Sesame Seed,75.06,1868.07,India,A,Completed,2023-04-12,2023-05-10,140217.33
5065,Hibiscus,53.16,690.37,Netherlands,C,Pending,2024-09-02,,36700.07
5066,Cassia Tora,57.35,1727.72,UAE,A,Pending,2023-07-14,,99084.74
5067,Soya Beans,165.85,2081.14,Netherlands,A,Completed,2021-10-22,2021-11-05,345157.07
5068,Soya Beans,80.92,1319.26,China,A,Completed,2022-10-02,2022-10-09,106754.52
5069,Hibiscus,168.79,1042.71,India,B,Completed,2023-05-06,2023-06-01,175999.02
